"vegobjektid";"type_id";"versjonid";"startdato";"sistmodifisert";"Rekkverkstype";"Bruksområde";"Skinneutrustning";"Plassering på bru";"MC-skinne";"Panel";"Utblokking";"Håndlist";"Lengde";"Stolpeavstand";"Elementlengde";"Høyde";"Rekkverksbredde";"Styrkeklasse";"Typegodkjenning (test)";"Etableringsår";"Tilleggsinformasjon";"Prosjektreferanse";"FKB_ID";"Eier";"Vedlikeholdsansvarlig";"Geometri, linje";"Utgår_Type skinne";"kommune";"fylke";"region";"vegavdeling";"riksvegrute";"kontraktsområde";"vegreferanse";"fylkesnummer";"kommunenummer";"vegkategori";"vegstatus";"vegnummer";"fra hp";"til hp";"fra meter";"til meter";"stedfesting";"geometri";"srid"
"671258138";"5";"2";"2017-01-19";"2019-03-22T14:00:49";"Stålskinne m/trestolper";"Skråning";"Ensidig, enkel ( o-ll )";;;;;;"174,82";"4";;;;;;;;;;;;"MULTILINESTRING ((275679.46 7038747.8 162.94, 275676.14 7038761.57 162.12, 275672.95 7038773.08 161.29, 275670.19 7038781.09 160.52, 275667.21 7038788.73 159.84, 275664.12 7038795.36 159.34, 275662.2 7038798.91 159.05, 275658.17 7038805.85 158.67, 275654.33 7038812.1 158.14, 275650.62 7038817.53 157.63, 275645.99 7038823.69 157.22, 275641.37 7038829.09 156.73, 275636.41 7038834.4 156.3, 275631.01 7038839.83 155.83, 275624.6 7038845.46 155.34, 275618.59 7038850.26 154.92, 275611.63 7038855.41 154.64, 275606.02 7038859.19 154.35, 275599.13 7038863.5 153.74, 275590.56 7038868.49 153.32, 275584.72 7038872.01 153.09, 275580.91 7038874.29 152.79, 275578.24 7038875.89 152.6, 275573.91 7038878.29 152.37))";;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1609 TrondheimBydrift 2011-2015,1609 Trondheim ytre 2015-2020,1633 Fylkesveger i Trondheim Ytre 2016-2020,5006 Trondheim 2020-2028";"5000 Fv6660 hp2 m2100-2270";"50";"0";"F";"V";"6660";"2";"2";"2100";"2270";"41865 0.27639987 0.33539524 WITH N/A LEFT";"LINESTRING Z (275571.2779 7038873.74038 153.52949, 275572.6 7038873 153.6, 275580.6 7038868.6 153.9, 275587.4 7038864.8 154.2, 275598.3 7038858.1 154.8, 275608 7038851.6 155.4, 275615.1 7038846.2 155.9, 275624.6 7038838.7 156.3, 275629.9 7038833.7 156.8, 275630.7 7038833 156.9, 275635.9 7038827.4 157.2, 275644 7038817.8 158, 275648.7 7038810.9 158.6, 275654.5 7038802.1 159.4, 275658.5 7038795.2 159.8, 275663 7038785.2 160.7, 275664 7038782.7 160.9, 275667.7 7038772.5 161.8, 275670 7038764.8 162.4, 275671.7 7038757.4 163, 275673.7 7038747.7 163.8, 275673.78298 7038747.27045 163.82929)";"6173"
