"vegobjektid";"type_id";"versjonid";"startdato";"sistmodifisert";"Bomstasjonstype";"Navn bompengeanlegg (fra CS)";"Navn bomstasjon";"Vedtatt til år";"Link til bomstasjon";"Innkrevningsretning";"Bomstasjon_Id";"Bompengeanlegg_Id";"Takst liten bil";"Takst stor bil";"Tidsdifferensiert takst";"Rushtidstakst liten bil";"Rushtidstakst stor bil";"Rushtid morgen, fra";"Rushtid morgen, til";"Rushtid ettermiddag, fra";"Rushtid ettermiddag, til";"Timesregel";"Timesregel, varighet";"Timesregel, passeringsgruppe";"Gratis gjennomkjøring ved HC-brikke";"Etableringsår";"Tilleggsinformasjon";"Prosjektreferanse";"Eier";"Vedlikeholdsansvarlig";"Geometri, punkt";"kommune";"fylke";"region";"vegavdeling";"riksvegrute";"kontraktsområde";"vegreferanse";"fylkesnummer";"kommunenummer";"vegkategori";"vegstatus";"vegnummer";"fra hp";"til hp";"fra meter";"til meter";"stedfesting";"geometri";"srid"
"287649715";"45";"8";"2019-08-20";"2019-08-21T11:07:28";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Ringveg Vest Dolviken";;"www.ferde.no";"Med metrering";"16";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"";"1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,1201 Asola tillegg 2020-2023";"1200 Fv557 hp1 m2473";"12";"0";"F";"V";"557";"1";"1";"2473";;"1993682 0.80277217 0.80277217 WITH 1#3 ";"POINT Z (-36495.78657 6725627.27722 24.70249)";"6173"
"296994218";"45";"3";"2017-03-30";"2019-06-03T13:48:37";"AutoPASS + automatisk";"Veipakke Salten AS";"Rv 80 Strømsnes";"2026";"bomveinord.no";"Begge retninger";"2";"30";"27";"43";"Nei";;;;;;;"Standard timesregel";"60";"300001";"Nei";"2012";;;"Stat, Statens vegvesen";"Statens vegvesen";;"Fauske";"Nordland";"NORD";"Nordland vegavdeling";"RUTE7 2010-2019,RUTE7 2014-2023 / 2018-2029";"1806 BODØ 2015-2020,5002 Salten 2014-2020,9502 Salten 2020-2025,9551 Nordland 2020-2025,DK Salten";"1800 Rv80 hp2 m8532";"18";"0";"R";"V";"80";"2";"2";"8532";;"2027227 0.78629253 0.78629253 WITH 1#2 ";"POINT Z (508300.37854 7464727.58362 11.06924)";"6173"
"305811795";"45";"1";"2010-09-30";"2018-12-10T02:00:52";"AutoPASS + automatisk";"Ryaforbindelsen AS";"Fv 858 Ryaforbindelsen";"2030";"www.ryaforbindelsen.no";"Med metrering";"1";"41";"85";"75";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2011";;;"Stat, Statens vegvesen";"Statens vegvesen";"POINT (647296 7723119 1.49399995803833)";"Tromsø";"Troms";"NORD";"Troms vegavdeling";"";"1905 TROMSØ 2016-2021,5005 Troms 2017-2022";"1900 Fv858 hp6 m2881";"19";"0";"F";"V";"858";"6";"6";"2881";;"2057937 0.8370545 0.8370545 WITH 1 ";"POINT Z (647295.05509 7723120.18418 1.26028)";"6173"
"305830476";"45";"5";"2015-09-07";"2018-09-15T08:34:14";"AutoPASS + automatisk";"Vegfinans E6 Gardermoen - Moelv AS";"Boksrud - Minnesund";"2024";"www.e6bompenger.no";"Begge retninger";"3";"29";"16";"26";;;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Kommune";;"Eidsvoll";"Akershus";"ØST";"Akershus";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"0205 ROMERIKE MIDT 2011-2016,0205 Romerike Midt 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus";"0200 Ev6 hp14 m8089";"2";"0";"E";"V";"6";"14";"14";"8089";;"2037820 0.62990825 0.62990825 WITH 1#2#3#4 ";"POINT Z (290809.63429 6698820.40775 185.88137)";"6173"
"305830577";"45";"5";"2015-09-07";"2018-03-02T02:00:22";"AutoPASS + automatisk";"Vegfinans E6 Gardermoen - Moelv AS";"Dal - Boksrud";"2024";"www.e6bompenger.no";"Begge retninger";"2";"29";"21";"33";;;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Kommune";;"Eidsvoll";"Akershus";"ØST";"Akershus";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"0205 ROMERIKE MIDT 2011-2016,0205 Romerike Midt 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus";"0200 Ev6 hp13 m9017";"2";"0";"E";"V";"6";"13";"13";"9017";;"2037805 0.8982914 0.8982914 WITH 1#2#3#4 ";"POINT Z (286849.11811 6691784.27028 209.64727)";"6173"
"337541380";"45";"8";"2018-05-09";"2019-10-11T10:45:04";"AutoPASS + automatisk";"Vegfinans E18 Vestfold AS";"E18 Sky";"2032";"www.e18vestfold.no";"Begge retninger";"2";"26";"13";"21";"Nei";;;;;;;"Ikke timesregel";;;"Nei";;;;"Privat";"Statens vegvesen";"POINT (210072.671875 6558893.90039063 116.540000915527)";"Larvik";"Vestfold";"SØR";"Vestfold";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"0702 Vestfold syd 2014-2019,0707 Vestfold veglys 2016-2021,0706 Vestfold elektro 2018-2023,0702 Vestfold vest 2019-2027,0704 Vestfold riksveg 2019-2020,9202 Nedre Telemark og Vestfold 2020-2021,9202 Nedre Telemark og Vestfold 2021-2023";"0700 Ev18 hp1 m5257";"7";"0";"E";"V";"18";"1";"1";"5257";;"2014294 0.79039585 0.79039585 WITH N/A ";"POINT Z (210072.25599 6558893.30448 116.53106)";"6173"
"337546677";"45";"5";"2017-01-04";"2019-10-28T14:26:49";"AutoPASS + automatisk";"FOSENVEGENE EI TIM TE  BYN AS";"Krinsvatn";;"www.Fosenvegene.no";"Begge retninger";"1";"42";"84";"200";"Nei";;;;;;;;;;"Nei";;;;;;;"Indre Fosen";"Trøndelag";"MIDT";"Trøndelag";"";"1601 Fosen 2009-2014,5003 Fosen 2019-2026,5003 Fosen 2019-2026 vegnett fra 1.9. 2022,5003 Fosen 2019-2026 vegnett fra 1.9. 2021";"5000 Fv715 hp9 m2853";"50";"0";"F";"V";"715";"9";"9";"2853";;"72858 0.01782871 0.01782871 WITH 1#2 ";"POINT Z (265146.75459 7083796.66391 93.55833)";"6173"
"338309712";"45";"3";"2015-09-25";"2019-10-21T21:10:14";"Kun manuell";;"Ferje Brekstad - Valset";;;"Begge retninger";;;"65";"195";;;;;;;;;;;;;;;;;;"Ørland";"Trøndelag";"MIDT";"Trøndelag";"";"1601 Fosen 2009-2014";"5000 Ft710 hp50 m241";"50";"0";"F";"T";"710";"50";"50";"241";;"72334 0.97773603 0.97773603 WITH N/A ";"POINT Z (236479.81738 7073078.44946 4.3)";"6173"
"349721902";"45";"5";"2019-01-01";"2019-04-06T10:14:35";"AutoPASS + manuell";;"Ferje Flakk-Rørvik";;;"Med metrering";;;"96";"288";"Nei";;;;;;;"Standard timesregel";;;"Nei";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1609 Trondheim ytre 2015-2020,1633 Fylkesveger i Trondheim Ytre 2016-2020,5006 Trondheim 2020-2028";"5000 Fv715 hp2 m4227";"50";"0";"F";"V";"715";"2";"2";"4227";;"72853 0.93873044 0.93873044 WITH 1 ";"POINT Z (260551.2282 7044672.90731 8.7928)";"6173"
"349838035";"45";"4";"2019-01-01";"2019-10-24T14:42:50";"AutoPASS + manuell";;"Ferje Rørvik-Flakk";;;"Mot metrering";;;"96";"288";"Nei";;;;;;;;;;;;;;;;"POINT (257979.021909546 7051425.65708251)";"Indre Fosen";"Trøndelag";"MIDT";"Trøndelag";"";"1601 Fosen 2009-2014,5003 Fosen 2019-2026,5003 Fosen 2019-2026 vegnett fra 1.9. 2022,5003 Fosen 2019-2026 vegnett fra 1.9. 2021";"5000 Fv715 hp4 m352";"50";"0";"F";"V";"715";"4";"4";"352";;"72854 0.10827566 0.10827566 WITH N/A ";"POINT Z (257970.04782 7051433.61733 16.67984)";"6173"
"360759955";"45";"2";"2013-03-06";"2019-06-21T15:18:39";"AutoPASS + automatisk";"Ferde AS - Jondalstunnelen";"FV 107 Jondalstunnelen";;"www.jondalstunnelen.no";"Begge retninger";"2";"39";"32";"51";"Nei";;;;;;;;;;;;;;;;;"Kvinnherad";"Hordaland";"VEST";"Hordaland";"";"1204 Hardanger 2011-2016,1204 Hardanger 2016-2021,1261 Voss og Hardanger 2016-2021";"1200 Fv49 hp4 m36";"12";"0";"F";"V";"49";"4";"4";"36";;"2195083 0.14876033 0.14876033 WITH N/A ";"POINT Z (17928.92027 6700957.98938 14.44046)";"6173"
"370897162";"45";"3";"2017-03-30";"2019-05-20T13:28:09";"AutoPASS + automatisk";"Vegfinans E6 Oppland AS";"E6 Tingberg";"2027";"www.e6oppland.no";"Begge retninger";"1";"43";"24";"40";"Nei";;;;;;;"Standard timesregel";"60";"430025";"Nei";"2012";;;"Stat, Statens vegvesen";"Kommune";;"Øyer";"Oppland";"ØST";"Oppland";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"0504 SØR-GUDBRANDSDALEN 2015-2020";"0500 Ev6 hp10 m942";"5";"0";"E";"V";"6";"10";"10";"942";;"2237110 0.6587249 0.6587249 WITH 1#2 ";"POINT Z (253478.02216 6801784.79758 177.43149)";"6173"
"370897163";"45";"3";"2017-03-30";"2019-06-19T15:14:33";"AutoPASS + automatisk";"Vegfinans E6 Oppland AS";"Skarsmoen";"2027";"www.e6oppland.no";"Begge retninger";"2";"43";"18";"30";"Nei";;;;;;;"Standard timesregel";"60";"430025";"Nei";"2012";;;"Stat, Statens vegvesen";"Kommune";;"Øyer";"Oppland";"ØST";"Oppland";"";"0504 SØR-GUDBRANDSDALEN 2015-2020";"0500 Fv2522 hp3 m7733";"5";"0";"F";"V";"2522";"3";"3";"7733";;"1060617 0.81434477 0.81434477 WITH 1#2 ";"POINT Z (247983.57274 6803254.31808 202.15644)";"6173"
"403585193";"45";"6";"2019-01-10";"2019-07-04T15:05:44";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Florida";;"www.ferde.no";"Med metrering";"3";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"";"1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Fv5332 hp1 m283";"12";"0";"F";"V";"5332";"1";"1";"283";;"2353784 0.23506744 0.23506744 WITH N/A ";"POINT Z (-31680.25592 6733062.494 4.50363)";"6173"
"434306365";"45";"3";"2014-12-05";"2019-10-29T13:21";"AutoPASS + automatisk";"Ferde AS - T-Forbindelsen";"Fv. 47 Mjåsund";"2028";"www.tforbindelsen.no";"Begge retninger";"1";"46";"30";"45";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2013";"N/A";"N/A";"Fylkeskommune";"Fylkeskommune";"POINT (-43535.0700073242 6614072.48046875 26.8500003814697)";"Tysvær";"Rogaland";"VEST";"Rogaland";"";"1106 Haugesund 2013-2019,1190 Skiltfornying,1154 Nord Rogaland 2017-2022,1258 Sunnhordland og Nord-Rogaland 2011-2016,1106 Haugesund 2019-2024,1107 Haugalandet 2019-2024";"1100 Fv553 hp1 m1157";"11";"0";"F";"V";"553";"1";"1";"1157";;"2370595 0.93646617 0.93646617 WITH N/A ";"POINT Z (-43536.1784 6614067.14254 27.6382)";"6173"
"439256485";"45";"2";"2017-03-30";"2019-11-02T08:53:48";"AutoPASS + automatisk";"Ferde AS - Bømlopakken";"Bømlopakken Fv542, Spissøy";;"www.ferde.no";"Med metrering";"1";"44";"69";"164";;;;;;;;"Standard timesregel";"60";"440019";;;;;;;;"Bømlo";"Hordaland";"VEST";"Hordaland";"";"1104 HAUGASTORD 2008-2013,1258 ELEKTRO,1104 HAUGASTORD 2013-2018,1207 Stord 2013-2019,1258 Sunnhordland og Nord-Rogaland 2011-2016,E1260 Hordaland vest 2016-2022,1207 Stord 2019-2024,1208 Sunnhordland 2019-2024";"1200 Fv542 hp1 m2040";"12";"0";"F";"V";"542";"1";"1";"2040";;"804961 0.2181628 0.2181628 WITH 1 ";"POINT Z (-40121.50919 6661421.59688 30.28717)";"6173"
"440646103";"45";"3";"2017-01-04";"2018-09-01T02:00:07";"AutoPASS + automatisk";"Vegfinans Fv34 Oppland AS";"Fv34 Grime";"2028";"www.fv34oppland.no";"Begge retninger";"1";"47";"33";"54";;;;;;;;"Ikke timesregel";;;"Nei";"2013";;;"Kommune";;;"Søndre Land";"Oppland";"ØST";"Oppland";"";"0505 LAND-HADELAND 2011-2016,0505 LAND-HADELAND 2016-2021";"0500 Fv34 hp3 m5240";"5";"0";"F";"V";"34";"3";"3";"5240";;"2369486 0.01750772 0.01750772 WITH 1#2 ";"POINT Z (244232.6374 6722929.65081 199.09705)";"6173"
"444022242";"45";"3";"2019-08-02";"2019-08-02T15:21:30";"AutoPASS + automatisk";"Ferde AS - Hardangerbrua";"Rv.13 Hardangerbrua";;"www.ferde.no";"Begge retninger";"1";"48";"145";"450";;;;;;;;;;;;;;;;;;"Ullensvang";"Hordaland";"VEST";"Hordaland";"RUTE4C 2010-2019,RUTE4C 2014-2023 / 2018-2029";"1204 Hardanger 2011-2016,1204 Hardanger 2016-2021,1261 Voss og Hardanger 2016-2021";"1200 Rv13 hp10 m5372";"12";"0";"R";"V";"13";"10";"10";"5372";;"2370820 0.61252772 0.61252772 WITH N/A ";"POINT Z (51992.50166 6731918.18083 50.09665)";"6173"
"459864406";"45";"3";"2015-09-25";"2019-04-05T18:46:06";"AutoPASS + automatisk";"Vegamot AS";"Fv. 714 Våvatnet";;"www.vegamot.no";"Begge retninger";"87";"52";"57";"190";;;;;;;;;;;"Nei";;;;;;;"Snillfjord";"Trøndelag";"MIDT";"Trøndelag";"";"1602 Hitra 2014-2020,E1651 Tunnel Trøndelag 2016-2020,5002 Hitra 2020-2025";"5000 Fv714 hp1 m8540";"50";"0";"F";"V";"714";"1";"1";"8540";;"72347 0.30807277 0.30807277 WITH N/A ";"POINT Z (226551.56249 7034610.82121 306.8598)";"6173"
"480752986";"45";"1";"2013-12-16";"2018-12-04T02:00:56";"AutoPASS + automatisk";"BPS Nord - Helgeland Veiutvikling AS";"Fv. 78 Hjartåsen bomstasjon Kulstad";"2028";"bomveinord.no";"Begge retninger";"1";"50";"26";"44";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2014";;;"Stat, Statens vegvesen";"Statens vegvesen";"POINT (416323.573 7307517.27 0)";"Vefsn";"Nordland";"NORD";"Nordland vegavdeling";"";"5001 Helgeland 2014-2020,1803 MOSJØEN 2016-2021,1851 Helgeland 2020-2025";"1800 Fv78 hp1 m2271";"18";"0";"F";"V";"78";"1";"1";"2271";;"2490803 0.53279293 0.53279293 WITH 1#2 ";"POINT Z (416319.71437 7307514.91582 7.43472)";"6173"
"484687985";"45";"2";"2017-03-30";"2019-06-03T13:48:37";"AutoPASS + automatisk";"Veipakke Salten AS";"Rv 80 Vikan";"2020";"bomveinord.no";"Begge retninger";"3";"30";"22";"34";"Nei";;;;;;;"Standard timesregel";"60";"300003";"Nei";"2014";;;"Stat, Statens vegvesen";"Statens vegvesen";;"Bodø";"Nordland";"NORD";"Nordland vegavdeling";"RUTE7 2010-2019,RUTE7 2014-2023 / 2018-2029";"1806 BODØ 2015-2020,5002 Salten 2014-2020,9502 Salten 2020-2025,9551 Nordland 2020-2025,DK Salten";"1800 Rv80 hp4 m1701";"18";"0";"R";"V";"80";"4";"4";"1701";;"2409912 0.80404164 0.80404164 WITH 1#2 ";"POINT Z (487244.6936 7465210.15098 10.72056)";"6173"
"487415242";"45";"7";"2019-01-30";"2019-10-23T08:59:51";"AutoPASS + automatisk";"Vegamot AS";"Fv 704 Torgårdsletta. K-snitt";;"www.vegamot.no";"Begge retninger";"85";"64";"15";"36";"Ja";"30";"72";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160013";;;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1609 Trondheim ytre 2015-2020,1633 Fylkesveger i Trondheim Ytre 2016-2020,5006 Trondheim 2020-2028";"5000 Fv704 hp1 m1374";"50";"0";"F";"V";"704";"1";"1";"1374";;"72832 0.08178507 0.08178507 WITH N/A ";"POINT Z (268131.23835 7030335.63265 159.7)";"6173"
"487415243";"45";"7";"2019-01-30";"2019-03-22T14:13:34";"AutoPASS + automatisk";"Vegamot AS";"Tillerbrua, K-snitt";;"www.vegamot.no";"Begge retninger";"86";"64";"15";"36";"Ja";"30";"72";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160013";;;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1606 Malvik Selbu Klæbu 2015-2020,5006 Trondheim 2020-2028";"5000 Fv6680 hp1 m7679";"50";"0";"F";"V";"6680";"1";"1";"7679";;"42831 0.31061835 0.31061835 WITH N/A ";"POINT Z (271800.89433 7032600.93866 75.71533)";"6173"
"487415246";"45";"6";"2019-01-30";"2019-10-19T09:08:21";"AutoPASS + automatisk";"Vegamot AS";"Tonstad, T-snitt";;"www.vegamot.no";"Begge retninger";"70";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160012";"Ja";;;;;;"POINT (269087.966070591 7035347.6062351 131.699996948242)";"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"1609 Trondheim ytre 2015-2020,1631 Klett - Kroppan bru 2016-2020,Driftskontrakt riksveg Trøndelag sør 2020-2025,DK riksveg Trøndelag sør vegnett fra 1.9.2022";"5000 Ev6 hp18 m260";"50";"0";"E";"V";"6";"18";"18";"260";;"72810 0.78452082 0.78452082 WITH N/A ";"POINT Z (269087.83063 7035348.27814 131.67792)";"6173"
"487415247";"45";"6";"2019-01-30";"2019-01-30T13:43:53";"AutoPASS + automatisk";"Vegamot AS";"Byåsveien, B-snitt";;"www.vegamot.no";"Begge retninger";"68";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160011";"Ja";;;;;;"POINT (268336.987844506 7039159.26713655 141.36273056312)";"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1609 TrondheimBydrift 2011-2015,1609 Trondheim ytre 2015-2020,1633 Fylkesveger i Trondheim Ytre 2016-2020,5006 Trondheim 2020-2028";"5000 Fv6650 hp2 m2808";"50";"0";"F";"V";"6650";"2";"2";"2808";;"1684268 0.15254578 0.15254578 WITH N/A ";"POINT Z (268335.4278 7039161.02618 141.33927)";"6173"
"487415249";"45";"6";"2019-01-30";"2019-06-12T15:13:54";"AutoPASS + automatisk";"Vegamot AS";"Gamle Oslovei, B-snitt";;"www.vegamot.no";"Begge retninger";"69";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160011";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"";"5001 Kv2020 hp1 m1301";"50";"5001";"K";"V";"2020";"1";"1";"1301";;"41628 0.52917111 0.52917111 WITH N/A ";"POINT Z (267729.1872 7039323.35755 183.86501)";"6173"
"487458618";"45";"6";"2019-01-30";"2019-01-30T13:43:53";"AutoPASS + automatisk";"Vegamot AS";"Bratsbergveien, O-snitt";;"www.vegamot.no";"Begge retninger";"65";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160009";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1609 TrondheimBydrift 2011-2015,1609 Trondheim ytre 2015-2020,1633 Fylkesveger i Trondheim Ytre 2016-2020,5006 Trondheim 2020-2028";"5000 Fv6680 hp1 m333";"50";"0";"F";"V";"6680";"1";"1";"333";;"41394 0.39966273 0.39966273 WITH N/A ";"POINT Z (270386.43837 7038672.5039 41.40193)";"6173"
"487458619";"45";"5";"2019-01-30";"2019-06-12T15:13:54";"AutoPASS + automatisk";"Vegamot AS";"Tempeveien, O-snitt";;"www.vegamot.no";"Begge retninger";"66";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160009";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1651 Trondheim Bydrift rode sentrum";"5001 Kv7440 hp2 m258";"50";"5001";"K";"V";"7440";"2";"2";"258";;"42597 0.20559896 0.20559896 WITH N/A ";"POINT Z (270247.46077 7039115.85615 30.41615)";"6173"
"487458620";"45";"6";"2019-01-30";"2019-01-30T13:43:53";"AutoPASS + automatisk";"Vegamot AS";"Bøckmans veg, B-snitt";;"www.vegamot.no";"Begge retninger";"67";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160011";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1609 TrondheimBydrift 2011-2015,1609 Trondheim ytre 2015-2020,1633 Fylkesveger i Trondheim Ytre 2016-2020,5006 Trondheim 2020-2028";"5000 Fv6656 hp1 m567";"50";"0";"F";"V";"6656";"1";"1";"567";;"41468 0.22001901 0.22001901 WITH N/A ";"POINT Z (269534.56689 7039077.41853 61.01395)";"6173"
"487458621";"45";"6";"2019-01-30";"2019-01-30T13:43:53";"AutoPASS + automatisk";"Vegamot AS";"Thorbjørn Bratts veg, O-snitt";;"www.vegamot.no";"Begge retninger";"64";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160009";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1609 TrondheimBydrift 2011-2015,1610 Trondheim Indre 2015-2020,5006 Trondheim 2020-2028";"5000 Fv6658 hp1 m688";"50";"0";"F";"V";"6658";"1";"1";"688";;"42636 0.82201616 0.82201616 WITH N/A ";"POINT Z (271441.37708 7039309.38718 63.30143)";"6173"
"487458622";"45";"6";"2019-01-30";"2019-01-30T13:43:53";"AutoPASS + automatisk";"Vegamot AS";"Moholt, O-snitt";;"www.vegamot.no";"Begge retninger";"63";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160009";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1609 TrondheimBydrift 2011-2015,1609 Trondheim ytre 2015-2020,1633 Fylkesveger i Trondheim Ytre 2016-2020,5006 Trondheim 2020-2028";"5000 Fv6660 hp1 m32";"50";"0";"F";"V";"6660";"1";"1";"32";;"41862 0.2005819 0.2005819 WITH N/A ";"POINT Z (272435.39018 7039295.64393 124.65853)";"6173"
"487458624";"45";"5";"2019-01-30";"2019-06-12T15:13:54";"AutoPASS + automatisk";"Vegamot AS";"Tungasletta, O-snitt";;"www.vegamot.no";"Begge retninger";"62";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160009";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1652 Trondheim Bydrift rode øst";"5001 Kv7703 hp1 m309";"50";"5001";"K";"V";"7703";"1";"1";"309";;"42659 0.78505722 0.78505722 WITH N/A ";"POINT Z (273611.64711 7040653.77593 82.53864)";"6173"
"487458625";"45";"5";"2019-01-30";"2019-06-12T15:13:54";"AutoPASS + automatisk";"Vegamot AS";"Landbruksvegen, O-snitt";;"www.vegamot.no";"Begge retninger";"61";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160009";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"";"1652 Trondheim Bydrift rode øst";"5001 Kv4235 hp1 m313";"50";"5001";"K";"V";"4235";"1";"1";"313";;"42003 0.88418079 0.88418079 WITH N/A ";"POINT Z (274293.54297 7041123.18151 62.03552)";"6173"
"487458627";"45";"6";"2019-01-30";"2019-01-30T13:43:53";"AutoPASS + automatisk";"Vegamot AS";"Rv 706 Leangensletta, O-snitt";;"www.vegamot.no";"Begge retninger";"59";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160009";"Ja";;;;;;"POINT (274542.917057848 7041614.77858838 54.888234306439)";"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"1609 Trondheim ytre 2015-2020,E1651 Tunnel Trøndelag 2016-2020,1635 Rv 706 Trondheim 2016-2020,1624 Tunnelvask Sør-Trøndelag 2016-2020,Driftskontrakt riksveg Trøndelag sør 2020-2025,DK riksveg Trøndelag sør vegnett fra 1.9.2022";"5000 Rv706 hp2 m3649";"50";"0";"R";"V";"706";"2";"2";"3649";;"2394249 0.74722838 0.74722838 WITH N/A ";"POINT Z (274542.46751 7041614.83156 54.76422)";"6173"
"489813800";"45";"3";"2015-09-25";"2019-10-23T08:59:51";"AutoPASS + automatisk";"Vegamot AS";"Fv. 714 Valslag";;"www.vegamot.no";"Begge retninger";"88";"52";"71";"238";;;;;;;;;;;"Nei";;;;;;"POINT (215196.90750004 7053544.68830706 0)";"Snillfjord";"Trøndelag";"MIDT";"Trøndelag";"";"1602 Hitra 2014-2020,E1651 Tunnel Trøndelag 2016-2020,5002 Hitra 2020-2025";"5000 Fv714 hp6 m162";"50";"0";"F";"V";"714";"6";"6";"162";;"72848 0.92854387 0.92854387 WITH N/A ";"POINT Z (215196.95275 7053544.59405 11.39594)";"6173"
"518838766";"45";"4";"2015-05-28";"2018-05-15T02:00:07";"AutoPASS + automatisk";"Vegfinans Hallingporten AS";"Rv. 7 Brekkebygda";"2029";"www.hallingportenvegfinans.no";"Begge retninger";"1";"51";"78";"157";"Nei";;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Statens vegvesen";"POINT (209878 6694823.17999268 0)";"Ringerike";"Buskerud";"SØR";"Buskerud";"RUTE5B 2010-2019,RUTE5B 2014-2023 / 2018-2029";"0614 Buskerud elektro 2014-2019,0615 Buskerud veglys 2014-2019,0602 Ringerike 2018-2023";"0600 Rv7 hp3 m3074";"6";"0";"R";"V";"7";"3";"3";"3074";;"2352363 0.96409922 0.96409922 WITH N/A ";"POINT Z (209877.94477 6694823.24914 248.70911)";"6173"
"522556498";"45";"3";"2015-09-07";"2019-03-20T13:46:01";"AutoPASS + automatisk";"Vegfinans E6 Gardermoen - Moelv AS";"Akershus grense - Skaberud";"2029";"www.e6bompenger.no";"Begge retninger";"5";"29";"22";"37";"Nei";;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Statens vegvesen";"POINT (294447.129882812 6719024.39990234 150.5)";"Stange";"Hedmark";"ØST";"Hedmark";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"0404 Søndre Hedmarken 2015-2021";"0400 Ev6 hp1 m6271";"4";"0";"E";"V";"6";"1";"1";"6271";;"2282277 0.55571424 0.55571424 WITH 1#2#3#4 ";"POINT Z (294446.15467 6719022.09351 142.93111)";"6173"
