"vegobjektid";"type_id";"versjonid";"startdato";"sistmodifisert";"Bomstasjonstype";"Navn bompengeanlegg (fra CS)";"Navn bomstasjon";"Vedtatt til år";"Link til bomstasjon";"Innkrevningsretning";"Bomstasjon_Id";"Bompengeanlegg_Id";"Takst liten bil";"Takst stor bil";"Tidsdifferensiert takst";"Rushtidstakst liten bil";"Rushtidstakst stor bil";"Rushtid morgen, fra";"Rushtid morgen, til";"Rushtid ettermiddag, fra";"Rushtid ettermiddag, til";"Timesregel";"Timesregel, varighet";"Timesregel, passeringsgruppe";"Gratis gjennomkjøring ved HC-brikke";"Etableringsår";"Tilleggsinformasjon";"Prosjektreferanse";"Eier";"Vedlikeholdsansvarlig";"Geometri, punkt";"kommune";"fylke";"region";"vegavdeling";"riksvegrute";"kontraktsområde";"vegreferanse";"fylkesnummer";"kommunenummer";"vegkategori";"vegstatus";"vegnummer";"fra hp";"til hp";"fra meter";"til meter";"stedfesting";"geometri";"srid"
"79786595";"45";"10";"2019-08-02";"2019-10-31T22:52:38";"AutoPASS + automatisk";"Ferde AS - Fv. 45 Gjesdal";"Øvstabø";;"www.gjesdalbompengeselskap.no";"Begge retninger";"1";"4";"60";"79";"Nei";;;;;;;"Ikke timesregel";;;"Nei";;;;;;;"Gjesdal";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1153 ELEKTRO,1102 HØGSFJORD 2009-2014,1102 Høgsfjord 2015-2020,1153 Sør Rogaland 2018-2023,Kontrollrute 1 - 1102 Høgsfjord";"1100 Fv45 hp1 m10305";"11";"0";"F";"V";"45";"1";"1";"10305";;"320617 0.16417875 0.16417875 WITH 1#2 ";"POINT Z (8106.68059 6552587.83948 380.73347)";"6173"
"82443541";"45";"9";"2019-01-10";"2019-11-01T08:53:05";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Sandviken";;"www.ferde.no";"Med metrering";"1";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"RUTE4A 2010-2019,RUTE4A 2014-2023 / 2018-2029";"1256 ELEKTRO,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,1256 ELEKTRO,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Ev39 hp13 m2638";"12";"0";"E";"V";"39";"13";"13";"2638";;"805617 0.00836412 0.00836412 WITH 1#3 ";"POINT Z (-32178.72675 6737228.44247 31.79574)";"6173"
"82483423";"45";"8";"2019-01-10";"2019-10-22T22:17:53";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Gyldenpris";;"www.ferde.no";"Med metrering";"5";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"RUTE4A 2010-2019,RUTE4A 2014-2023 / 2018-2029";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,T1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Rv555 hp72 m41120";"12";"0";"R";"V";"555";"72";"72";"41120";;"805015 0.61284927 0.61284927 WITH 1 ";"POINT Z (-32637.9184 6733197.69598 17.336)";"6173"
"82559832";"45";"9";"2019-01-10";"2019-11-01T08:53:05";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Straume";;"www.ferde.no";"Mot metrering";"8";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Fv556 hp3 m5263";"12";"0";"F";"V";"556";"3";"3";"5263";;"805716 0.20441435 0.20441435 WITH 1#2 ";"POINT Z (-36045.96429 6727021.84143 5.2)";"6173"
"82559833";"45";"8";"2019-01-10";"2019-10-31T22:52:38";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Gravdal";;"www.ferde.no";"Mot metrering";"7";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"RUTE4A 2010-2019,RUTE4A 2014-2023 / 2018-2029";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,1201 Asola tillegg 2020-2023";"1200 Rv555 hp4 m2638";"12";"0";"R";"V";"555";"4";"4";"2638";;"805707 0.42898864 0.42898864 WITH 2#4 ";"POINT Z (-35230.75777 6733476.926 15.08783)";"6173"
"82559834";"45";"8";"2019-01-10";"2019-06-03T13:48:37";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Fyllingen";;"www.ferde.no";"Mot metrering";"6";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Fv540 hp2 m2361";"12";"0";"F";"V";"540";"2";"2";"2361";;"804949 0.88589994 0.88589994 WITH 2 ";"POINT Z (-33905.15497 6731397.73746 96.7)";"6173"
"82559836";"45";"9";"2019-01-10";"2019-11-01T08:53:05";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Nyebroen";;"www.ferde.no";"Med metrering";"4";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"RUTE4A 2010-2019,RUTE4A 2014-2023 / 2018-2029";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Ev39 hp14 m382";"12";"0";"E";"V";"39";"14";"14";"382";;"805616 0.20136898 0.20136898 WITH 1#3#5 ";"POINT Z (-31572.62982 6732758.28647 10.24466)";"6173"
"82559837";"45";"11";"2019-09-09";"2019-11-01T08:53:05";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Kalfaret";;"www.ferde.no";"Med metrering";"2";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Fv585 hp2 m5460";"12";"0";"F";"V";"585";"2";"2";"5460";;"805748 0.73590199 0.73590199 WITH 1 ";"POINT Z (-31178.63557 6733816.8734 15.06241)";"6173"
"82666851";"45";"3";"2013-03-06";"2019-09-17T15:09:24";"AutoPASS + automatisk";"Ferde AS - Stordalstunnelen";"E134 Åkrafjorden";;"www.e134akrafjorden.no";;"1";"31";"41";"56";;;;;;;;;;;;;"N/A";"N/A";"Stat, Statens vegvesen";"Statens vegvesen";;"Etne";"Hordaland";"VEST";"Hordaland";"RUTE5A 2010-2019,RUTE5A 2014-2023 / 2018-2029";"1105 INDRE RYFYLKE 2010-2015,1258 ELEKTRO,1105 Indre Ryfylke 2015-2020,1261 Voss og Hardanger 2016-2021,1258 Sunnhordland og Nord-Rogaland 2011-2016";"1200 Ev134 hp4 m9845";"12";"0";"E";"V";"134";"4";"4";"9845";;"805631 0.98707713 0.98707713 WITH 1#2 ";"POINT Z (16277.03074 6666409.91701 24.72422)";"6173"
"85374305";"45";"8";"2019-01-30";"2019-10-19T09:08:21";"AutoPASS + automatisk";"Vegamot AS";"Leistad";;"www.vegamot.no";"Med metrering";"73";"64";"16";"24";"Nei";;;;;;;"Ikke timesregel";;;"Nei";;;;;;"POINT (282139.71660693 7040113.09293828 101.199996948242)";"Malvik";"Trøndelag";"MIDT";"Trøndelag";"RUTE7 2010-2019,RUTE7 2014-2023 / 2018-2029";"1606 Malvik Selbu Klæbu 2015-2020,E1651 Tunnel Trøndelag 2016-2020,1634 Rotvoll - Hommelvik 2016-2020,Driftskontrakt riksveg Trøndelag sør 2020-2025,DK riksveg Trøndelag sør vegnett fra 1.9.2022";"5000 Ev6 hp96 m32162";"50";"0";"E";"V";"6";"96";"96";"32162";;"72223 0.58720622 0.58720622 WITH N/A ";"POINT Z (282140.17167 7040117.41042 101.2)";"6173"
"86227565";"45";"14";"2018-05-02";"2019-10-22T22:17:53";"AutoPASS + automatisk";"Ferde AS - Bomringen i Kristiansand";"rv9 Grim";"2017";"www.ferde.no";"Mot metrering";"8";"20";"14";"24";"Ja";"21";"36";"06:30";"08:59";"14:30";"16:59";"Standard timesregel";"60";"200026";"Ja";;;;"Privat";"Privat";"POINT (87369.0200195313 6466627.63000488)";"Kristiansand";"Vest-Agder";"SØR";"Vest-Agder";"RUTE4C 2010-2019,RUTE4C 2014-2023 / 2018-2029";"1003 Kristiansand 2014-2019,1008 Vest-Agder veglys 2016-2021,1005 Vest-Agder elektro 2016-2021,1005 Vest-Agder elektro 2016-2021,1003 Kristiansand 2019-2027";"1000 Rv9 hp1 m228";"10";"0";"R";"V";"9";"1";"1";"228";;"121760 0.02269607 0.02269607 WITH 2 ";"POINT Z (87368.98578 6466625.8554 9.6)";"6173"
"86228352";"45";"12";"2018-05-02";"2019-10-21T11:37:05";"AutoPASS + automatisk";"Ferde AS - Bomringen i Kristiansand";"E18 Bjørndalsletta";"2017";"www.ferde.no";"Med metrering";"6";"20";"14";"24";"Ja";"21";"36";"06:30";"08:59";"14:30";"16:59";"Standard timesregel";"60";"200026";"Ja";;;;"Privat";"Privat";"POINT (89928.3601074219 6468004.7199707)";"Kristiansand";"Vest-Agder";"SØR";"Vest-Agder";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"1003 Kristiansand 2014-2019,1008 Vest-Agder veglys 2016-2021,1005 Vest-Agder elektro 2016-2021,1005 Vest-Agder elektro 2016-2021,1003 Kristiansand 2019-2027";"1000 Ev18 hp1 m3701";"10";"0";"E";"V";"18";"1";"1";"3701";;"121303 0.12806715 0.12806715 WITH 1 ";"POINT Z (89928.53382 6468005.0617 9.67807)";"6173"
"86574499";"45";"11";"2017-07-31";"2019-10-09T12:53:02";"AutoPASS + automatisk";"Fjellinjen AS";"Sørkedalsveien";"2032";"www.fjellinjen.no";"Mot metrering";"35";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230301";;;;;"Stat, Statens vegvesen";"Kommune";;"Oslo";"Oslo";"ØST";"Oslo";"";"";"0301 Kv168 hp1 m2340";"3";"301";"K";"V";"168";"1";"1";"2340";;"625580 0.93603969 0.93603969 WITH 2#4 ";"POINT Z (260258.11581 6651553.1127 49.4685)";"6173"
"86574500";"45";"11";"2017-07-31";"2019-09-20T13:51:27";"AutoPASS + automatisk";"Fjellinjen AS";"Rv 163 Veitvet";"2032";"www.fjellinjen.no";"Mot metrering";"39";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230301";"Ja";;;;"Stat, Statens vegvesen";"Kommune";"POINT (268304.750379724 6652010.20882826 0)";"Oslo";"Oslo";"ØST";"Oslo";"RUTE6A 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus";"0300 Rv163 hp1 m3671";"3";"0";"R";"V";"163";"1";"1";"3671";;"625530 0.37232805 0.37232805 WITH 2#4 ";"POINT Z (268306.00478 6652000.02522 116.62557)";"6173"
"86574502";"45";"11";"2017-07-31";"2019-10-20T12:29:02";"AutoPASS + automatisk";"Fjellinjen AS";"E18 Maritim";"2032";"www.fjellinjen.no";"Mot metrering";"31";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230301";"Ja";;;;"Stat, Statens vegvesen";"Kommune";"POINT (258167.016925332 6650465.77404928 0)";"Oslo";"Oslo";"ØST";"Oslo";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus";"0300 Ev18 hp1 m1973";"3";"0";"E";"V";"18";"1";"1";"1973";;"625294 0.74407737 0.74407737 WITH 2#4 ";"POINT Z (258164.94822 6650472.38035 3.5744)";"6173"
"92239701";"45";"5";"2016-03-02";"2018-09-16T00:24:11";"AutoPASS + automatisk";"Svinesundsforbindelsen AS";"FV118 Svinesund";"2025";"www.svinesundsforbindelsen.no";"Begge retninger";"5";"36";"20";"100";;;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Kommune";;"Halden";"Østfold";"ØST";"Østfold";"";"0103 Østfold sør 2016-2021,01E2 D/v veg- og gatebelysning Østfold 2018-2023";"0100 Fv118 hp1 m339";"1";"0";"F";"V";"118";"1";"1";"339";;"971507 0.11617196 0.11617196 WITH 1#2 ";"POINT Z (286312.56997 6557213.93026 60.21433)";"6173"
"92260258";"45";"8";"2016-05-01";"2019-10-07T17:34:02";"AutoPASS + automatisk";"Svinesundsforbindelsen AS";"E6 Svinesund";"2025";"www.svinesundsforbindelsen.no";"Mot metrering";"4";"36";"20";"100";;;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Statens vegvesen";;"Halden";"Østfold";"ØST";"Østfold";"RUTE1 2014-2023 / 2018-2029";"0103 Østfold sør 2016-2021,01E2 D/v veg- og gatebelysning Østfold 2018-2023";"0100 Ev6 hp1 m567";"1";"0";"E";"V";"6";"1";"1";"567";;"971774 0.07944807 0.07944807 WITH 2#4# ";"POINT Z (285281.21935 6557158.08032 49.41781)";"6173"
"92269108";"45";"7";"2017-01-04";"2018-09-16T00:24:11";"AutoPASS + automatisk";"Østfold Bompengeselskap AS";"E6 RAUKERUD";"2021";"www.ostfold-bompengeselskap.no";"Begge retninger";"8";"8";"20";"37";;;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Kommune";;"Moss";"Østfold";"ØST";"Østfold";"RUTE1 2014-2023 / 2018-2029";"0103 Østfold sør 2016-2021,01E2 D/v veg- og gatebelysning Østfold 2018-2023";"0100 Ev6 hp8 m12098";"1";"0";"E";"V";"6";"8";"8";"12098";;"971307 0.9632736 0.9632736 WITH 1#2#3#4 ";"POINT Z (256958.86248 6601978.51829 33.77597)";"6173"
"141140381";"45";"8";"2019-01-10";"2019-08-30T08:11:24";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Fjøsangerveien";;"www.ferde.no";"Med metrering";"11";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"RUTE4A 2010-2019,RUTE4A 2014-2023 / 2018-2029";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Ev39 hp14 m3534";"12";"0";"E";"V";"39";"14";"14";"3534";;"804781 0.38972957 0.38972957 WITH 1#3 ";"POINT Z (-31875.94204 6729771.81236 14.7)";"6173"
"141140382";"45";"8";"2019-01-10";"2019-06-03T13:48:37";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Storetveitveien";;"www.ferde.no";"Med metrering";"10";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Fv582 hp4 m3553";"12";"0";"F";"V";"582";"4";"4";"3553";;"805140 0.66639148 0.66639148 WITH 1 ";"POINT Z (-31364.50099 6728998.44459 60.13848)";"6173"
"141140383";"45";"9";"2019-01-10";"2019-11-01T08:53:05";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Natlandsveien";;"www.ferde.no";"Med metrering";"14";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Fv585 hp1 m1633";"12";"0";"F";"V";"585";"1";"1";"1633";;"805748 0.16473995 0.16473995 WITH 1 ";"POINT Z (-30554.83101 6728887.74534 129.05516)";"6173"
"141140384";"45";"10";"2019-08-20";"2019-11-01T08:53:05";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Michael-Krohnsgt";;"www.ferde.no";"Med metrering";"12";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"";"1256 ELEKTRO,1211 TUNNEL,1202 STOR-BERGEN 2010-2015,1202 Stor-Bergen 2015-2020,E1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021";"1200 Fv584 hp1 m2852";"12";"0";"F";"V";"584";"1";"1";"2852";;"805142 0.26605309 0.26605309 WITH 1#2 ";"POINT Z (-32502.15605 6733156.13222 13.47556)";"6173"
"141479144";"45";"4";"2017-03-30";"2019-06-13T16:25:32";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Damsgårdsveien";;"www.ferde.no";"Mot metrering";"13";"24";"30";"70";"Ja";"56";"123";"06:30";"08:59";"14:30";"16:29";"Standard timesregel";"60";"240016";;;;;;;;"Bergen";"Hordaland";"VEST";"Hordaland";"";"";"1201 Kv4382 hp1 m1165";"12";"1201";"K";"V";"4382";"1";"1";"1165";;"755378 0.84594229 0.84594229 WITH 2 ";"POINT Z (-32592.22762 6733296.66066 3.71424)";"6173"
"147093297";"45";"5";"2017-01-04";"2019-10-23T20:54:19";"AutoPASS + automatisk";"Østfold Bompengeselskap AS";"FV311 KAMBO";"2021";"www.ostfold-bompengeselskap.no";"Begge retninger";"7";"8";"20";"37";;;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Kommune";"POINT (256559.308673409 6602362.18907524)";"Moss";"Østfold";"ØST";"Østfold";"";"0103 Østfold sør 2016-2021,01E2 D/v veg- og gatebelysning Østfold 2018-2023";"0100 Fv316 hp1 m5220";"1";"0";"F";"V";"316";"1";"1";"5220";;"971600 0.89269624 0.89269624 WITH 1#2 ";"POINT Z (256559.74952 6602362.14217 30.9)";"6173"
"147093299";"45";"6";"2017-01-04";"2019-10-22T09:15:48";"AutoPASS + automatisk";"Østfold Bompengeselskap AS";"FV128 SLITU";"2021";"www.ostfold-bompengeselskap.no";"Begge retninger";"10";"8";"15";"27";;;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Kommune";;"Eidsberg";"Østfold";"ØST";"Østfold";"";"0102 ØSTFOLD NORD 2014-2019,0102 ØSTFOLD NORD 2019-2022,01E2 D/v veg- og gatebelysning Østfold 2018-2023";"0100 Fv128 hp5 m5208";"1";"0";"F";"V";"128";"5";"5";"5208";;"971359 0.81995663 0.81995663 WITH N/A ";"POINT Z (288168.24068 6610792.73522 157.95922)";"6173"
"147093914";"45";"10";"2017-07-31";"2019-10-20T01:16:20";"AutoPASS + automatisk";"Fjellinjen AS";"E18 Påkjøring fra Sjølyst";"2032";"www.fjellinjen.no";"Med metrering";"32";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230301";"Ja";;;;"Stat, Statens vegvesen";"Kommune";"POINT (258426.54145226 6650436.67053247 0)";"Oslo";"Oslo";"ØST";"Oslo";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021";"0300 Ev18 hp97 m23213";"3";"0";"E";"V";"18";"97";"97";"23213";;"625342 0.46085511 0.46085511 WITH 1#3 ";"POINT Z (258423.90335 6650441.83363 2.13593)";"6173"
"151767975";"45";"7";"2017-01-04";"2019-10-23T20:54:19";"AutoPASS + automatisk";"Østfold Bompengeselskap AS";"FV128 FOSSUM";"2021";"www.ostfold-bompengeselskap.no";"Begge retninger";"9";"8";"10";"18";;;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Kommune";;"Spydeberg";"Østfold";"ØST";"Østfold";"";"0102 ØSTFOLD NORD 2014-2019,0102 ØSTFOLD NORD 2019-2022,01E2 D/v veg- og gatebelysning Østfold 2018-2023";"0100 Fv128 hp7 m195";"1";"0";"F";"V";"128";"7";"7";"195";;"971782 0.02353995 0.02353995 WITH N/A ";"POINT Z (279784.23085 6614371.52043 101.74622)";"6173"
"154787483";"45";"5";"2017-01-04";"2019-10-17T12:38:09";"AutoPASS + automatisk";"Østfold Bompengeselskap AS";"E18 BRENNEMOEN";"2021";"www.ostfold-bompengeselskap.no";"Begge retninger";"11";"8";"15";"27";;;;;;;;"Ikke timesregel";;;"Nei";;;;"Stat, Statens vegvesen";"Kommune";"POINT (289663.486722039 6610139.30454389)";"Eidsberg";"Østfold";"ØST";"Østfold";"RUTE2A 2010-2019,RUTE2A 2014-2023 / 2018-2029";"0102 ØSTFOLD NORD 2014-2019,0102 ØSTFOLD NORD 2019-2022,01E2 D/v veg- og gatebelysning Østfold 2018-2023";"0100 Ev18 hp3 m3339";"1";"0";"E";"V";"18";"3";"3";"3339";;"1667751 0.47565119 0.47565119 WITH N/A ";"POINT Z (289663.51138 6610139.46007 167.02236)";"6173"
"209148807";"45";"10";"2017-07-31";"2019-09-05T22:21:39";"AutoPASS + automatisk";"Fjellinjen AS";"Ring 3 Gaustad";"2032";"www.fjellinjen.no";"Mot metrering";"37";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230301";"Ja";;;;"Stat, Statens vegvesen";"Kommune";"POINT (261047.975744203 6653208.54055835 0)";"Oslo";"Oslo";"ØST";"Oslo";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus";"0300 Rv150 hp1 m7572";"3";"0";"R";"V";"150";"1";"1";"7572";;"625405 0.77310369 0.77310369 WITH 2#4 ";"POINT Z (261044.92474 6653213.93254 99.03539)";"6173"
"209148810";"45";"10";"2018-05-08";"2019-06-12T09:29:02";"AutoPASS + automatisk";"Fjellinjen AS";"Griniveien";"2032";"www.fjellinjen.no";"Mot metrering";"69";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230307";"Ja";;;"109416";"Stat, Statens vegvesen";"Kommune";"POINT (256218.619500411 6654182.85019964 0)";"Bærum";"Akershus";"ØST";"Akershus";"";"0201 ASKER OG BÆRUM 2013-2019,Drift Elektro veglyskontrakt Oslo og Akershus,0201 ASKER OG BÆRUM 2019-2022";"0200 Fv168 hp1 m26";"2";"0";"F";"V";"168";"1";"1";"26";;"444290 0.00500432 0.00500432 WITH 2 ";"POINT Z (256218.74712 6654187.76245 126)";"6173"
"209148811";"45";"11";"2017-07-31";"2019-06-12T09:29:02";"AutoPASS + automatisk";"Fjellinjen AS";"Bærumsveien";"2032";"www.fjellinjen.no";"Mot metrering";"68";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230307";"Ja";;;"109416";"Stat, Statens vegvesen";"Kommune";"POINT (255530.550676289 6651318.37148401 0)";"Bærum";"Akershus";"ØST";"Akershus";"";"0201 ASKER OG BÆRUM 2013-2019,Drift Elektro veglyskontrakt Oslo og Akershus,0201 ASKER OG BÆRUM 2019-2022";"0200 Fv160 hp1 m68";"2";"0";"F";"V";"160";"1";"1";"68";;"443603 0.03397125 0.03397125 WITH 2 ";"POINT Z (255528.76241 6651326.48096 60.4585)";"6173"
"209148812";"45";"11";"2017-07-31";"2019-10-16T15:34:18";"AutoPASS + automatisk";"Fjellinjen AS";"E 18 hovedløp";"2032";"www.fjellinjen.no";"Mot metrering";"61";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230307";"Ja";;;"109416";"Stat, Statens vegvesen";"Kommune";"POINT (255598.508921439 6649443.68032602 0)";"Bærum";"Akershus";"ØST";"Akershus";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"0201 ASKER OG BÆRUM 2013-2019,Drift Elektro veglyskontrakt Oslo og Akershus,0201 ASKER OG BÆRUM 2019-2022";"0200 Ev18 hp7 m414";"2";"0";"E";"V";"18";"7";"7";"414";;"444232 0.08783117 0.08783117 WITH 2#4 ";"POINT Z (255594.82692 6649450.66393 15.24389)";"6173"
"209148814";"45";"9";"2017-07-31";"2019-10-23T08:59:51";"AutoPASS + automatisk";"Fjellinjen AS";"Påkjøring Granfoss fra Fornebu";"2032";"www.fjellinjen.no";"Med metrering";"63";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230307";"Ja";;;"109416";"Stat, Statens vegvesen";"Kommune";"POINT (255576.339676182 6649377.67480549 0)";"Bærum";"Akershus";"ØST";"Akershus";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"0201 ASKER OG BÆRUM 2013-2019,Drift Elektro veglyskontrakt Oslo og Akershus,0201 ASKER OG BÆRUM 2019-2022,0310 Tunnel Oslo 2020-2025,0310 Tunnel Oslo 2019-2020";"0200 Rv150 hp1 m10073";"2";"0";"R";"V";"150";"1";"1";"10073";;"444259 0.84446107 0.84446107 WITH 1 ";"POINT Z (255572.64414 6649377.60686 19.95299)";"6173"
"209148815";"45";"12";"2017-07-31";"2019-10-19T09:08:21";"AutoPASS + automatisk";"Fjellinjen AS";"E 18 hovedløp";"2032";"www.fjellinjen.no";"Med metrering";"61";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230307";"Ja";;;"109416";"Stat, Statens vegvesen";"Kommune";"POINT (255612.267254772 6649428.59907602 0)";"Bærum";"Akershus";"ØST";"Akershus";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"0201 ASKER OG BÆRUM 2013-2019,Drift Elektro veglyskontrakt Oslo og Akershus,0201 ASKER OG BÆRUM 2019-2022";"0200 Ev18 hp83 m43133";"2";"0";"E";"V";"18";"83";"83";"43133";;"443314 0.83995693 0.83995693 WITH 1 ";"POINT Z (255608.62842 6649430.58004 16.29953)";"6173"
